company_id,renewable_share,scope1_2_tons,estimated_scope3_tons,climate_risk_score,water_risk_score,governance_maturity,board_esg_oversight,iso_14001,iso_50001,iso_14064,carbon_inventory,net_zero_commitment,environmental_controversy,esg_gap_summary,transition_barrier,top_expected_benefit,doc_台電帳單,doc_電子發票,doc_財報摘要,doc_銀行往來摘要,doc_專案計畫書,doc_設備報價單,doc_碳盤查資料,doc_ISO 文件,doc_供應鏈問卷,doc_還款來源說明
CMP_103,0.1826266890176147,969.8711604981287,1895.294430455172,0.3700487490060793,0.4929127719622379,0.4845742289955637,True,True,True,False,False,False,False,再生能源採購路徑不明確,客戶要求加速但專案排程落後,爭取新訂單資格,False,False,False,True,True,True,True,True,True,False
CMP_104,0.07581469259896566,1886.1025579925858,3932.251985032705,0.6841837288247168,0.2406025063053458,0.730788828415138,False,True,False,False,True,True,False,供應鏈問卷回覆資料分散,客戶要求加速但專案排程落後,降低能耗成本,True,True,True,False,True,True,False,True,True,False
CMP_105,0.11324841546358558,1150.0172737952741,3459.2116710165296,0.49276531661233774,0.8099489662087925,0.32199731003976345,True,True,False,False,True,True,True,再生能源採購路徑不明確,內部資料治理成熟度不足,滿足品牌供應鏈要求,True,True,False,False,True,True,False,True,True,True
CMP_106,0.08458742576003232,473.7370278430076,2110.011359419265,0.388773557195509,0.3574422818666555,0.7995010162356079,True,False,True,True,True,True,True,供應鏈問卷回覆資料分散,綠電取得成本與合約不確定,爭取新訂單資格,True,False,False,True,True,True,False,False,False,False
CMP_107,0.10988324893087982,1474.9870103895848,5493.293220188438,0.677916850011569,0.5815500234367952,0.7043181843668339,True,True,True,False,True,False,False,節能 KPI 缺乏月度追蹤,設備汰換與產能安排衝突,滿足品牌供應鏈要求,True,False,False,False,True,True,True,False,True,True
CMP_108,0.043264172780504435,1921.46888612188,10305.466746553611,0.7116260913785148,0.29175392221291674,0.36083710904963323,False,True,True,False,False,False,False,董事會永續治理尚未制度化,CAPEX 壓力偏高,降低能耗成本,False,True,True,False,True,True,True,True,True,False
CMP_109,0.049977064304573306,417.911160515335,965.955126194109,0.2607487074230186,0.3019195790748863,0.7919884131202843,True,True,False,True,True,False,False,供應鏈問卷回覆資料分散,客戶要求加速但專案排程落後,爭取新訂單資格,False,False,True,False,True,True,False,False,True,True
CMP_110,0.22585646565754514,3348.1435413061236,5143.205334097456,0.3679341212626569,0.2668352007119096,0.4275461830489472,True,True,False,True,False,False,True,再生能源採購路徑不明確,內部資料治理成熟度不足,降低能耗成本,True,False,False,False,True,True,True,False,True,True
CMP_111,0.12556455091787752,2674.0187692415993,10498.775471508156,0.622717852633054,0.20866251441116873,0.8275636941655389,True,True,True,False,True,False,False,節能 KPI 缺乏月度追蹤,CAPEX 壓力偏高,提升貸款可核貸性,True,False,True,True,True,False,True,False,True,True
CMP_112,0.07765905791213064,1898.4367679800707,3315.336127048569,0.2994431690707943,0.14013615006947008,0.6997209405962237,True,True,False,False,True,False,False,節能 KPI 缺乏月度追蹤,綠電取得成本與合約不確定,降低能耗成本,True,False,True,False,True,True,True,False,True,True
CMP_113,0.09290549979681591,1492.640688026395,3673.87549846838,0.3837655516370525,0.6926307854386315,0.6344529000932064,True,False,True,True,True,False,True,節能 KPI 缺乏月度追蹤,內部資料治理成熟度不足,提升貸款可核貸性,False,False,True,False,True,False,False,True,True,True
CMP_114,0.17995771677072678,1815.296857384447,5352.615874970664,0.7111015158255642,0.6892533537716411,0.8678858417192234,True,True,False,False,True,True,False,供應鏈問卷回覆資料分散,內部資料治理成熟度不足,改善碳費暴露,False,False,True,True,True,True,True,False,True,False
CMP_115,0.2380591921313886,2245.5714763467777,5089.2335314198435,0.6817542781053627,0.48746994774742275,0.3905950381998466,True,True,False,False,False,True,False,再生能源採購路徑不明確,內部資料治理成熟度不足,提升貸款可核貸性,False,False,True,False,False,True,False,False,False,False
CMP_116,0.15698801323979636,238.45061471194407,435.26264986207633,0.6049883460329923,0.5704655439168919,0.40899020917429774,True,True,False,False,True,False,False,再生能源採購路徑不明確,內部資料治理成熟度不足,提升貸款可核貸性,True,True,True,False,True,False,True,True,False,True
CMP_117,0.13363721893114736,557.1423267169489,1422.6600890440288,0.5170240039422858,0.35821199643396884,0.5132818165052195,True,False,False,True,False,False,False,供應鏈問卷回覆資料分散,設備汰換與產能安排衝突,爭取新訂單資格,False,True,False,True,True,False,False,True,True,True
CMP_118,0.07493529289544268,1217.1411650639538,7013.80253734617,0.5876648679691867,0.6168957456553719,0.8632919877778475,True,True,True,True,True,True,False,碳盤查邊界與頻率不足,客戶要求加速但專案排程落後,改善碳費暴露,False,True,True,False,False,False,False,True,True,False
CMP_119,0.20880008015772256,453.2131277278622,2467.330647488637,0.7963989816212773,0.5659751672520543,0.7511648048475332,False,False,True,True,False,True,False,供應鏈問卷回覆資料分散,設備汰換與產能安排衝突,滿足品牌供應鏈要求,True,False,True,True,False,True,False,True,True,False
CMP_120,0.17891452061989505,2945.3992406578436,18224.63535139434,0.5836187459932249,0.7895265364719458,0.45783328492016906,False,False,False,True,False,True,False,再生能源採購路徑不明確,綠電取得成本與合約不確定,滿足品牌供應鏈要求,True,False,True,False,True,True,True,True,False,False
